date,category,region,units,price,revenue
2025-02-12,Gadgets,APAC,7,34.22,239.54
2025-02-12,Apparel,AMER,14,31.64,442.96
2025-02-12,Sports,APAC,4,27.68,110.72
2025-02-12,Apparel,AMER,9,27.2,244.8
2025-02-12,Gadgets,AMER,12,22.79,273.48
2025-02-12,Home,EMEA,6,34.83,208.98
2025-02-12,Sports,EMEA,18,40.27,724.86
2025-02-12,Apparel,APAC,16,21.04,336.64
2025-02-12,Gadgets,APAC,4,18.47,73.88
2025-02-12,Gadgets,APAC,3,31.68,95.04
2025-02-12,Gadgets,EMEA,5,35.67,178.35
2025-02-12,Sports,APAC,1,25.2,25.2
2025-02-12,Apparel,EMEA,2,32.46,64.92
2025-02-12,Food,EMEA,7,43.13,301.91
2025-02-12,Apparel,EMEA,2,27.93,55.86
2025-02-12,Gadgets,EMEA,12,34.67,416.04
2025-02-12,Sports,EMEA,6,43.27,259.62
2025-02-12,Sports,APAC,4,43.98,175.92
2025-02-12,Home,AMER,2,45.53,91.06
2025-02-12,Sports,APAC,5,28.87,144.35
2025-02-13,Apparel,APAC,20,42.01,840.2
2025-02-13,Gadgets,AMER,11,33.08,363.88
2025-02-13,Gadgets,AMER,15,16.59,248.85
2025-02-13,Sports,APAC,11,38.29,421.19
2025-02-13,Gadgets,APAC,1,28.63,28.63
2025-02-13,Food,AMER,4,24.96,99.84
2025-02-13,Sports,AMER,12,18.58,222.96
2025-02-13,Gadgets,EMEA,1,31.65,31.65
2025-02-13,Sports,AMER,1,10.98,10.98
2025-02-13,Apparel,EMEA,14,35.59,498.26
2025-02-13,Gadgets,EMEA,6,21.79,130.74
2025-02-13,Apparel,EMEA,6,36.68,220.08
2025-02-13,Sports,EMEA,1,18.84,18.84
2025-02-13,Gadgets,EMEA,2,20.45,40.9
2025-02-13,Apparel,AMER,23,45.16,1038.68
2025-02-13,Sports,EMEA,7,29.32,205.24
2025-02-13,Apparel,APAC,6,19.27,115.62
2025-02-13,Apparel,AMER,8,29.81,238.48
2025-02-13,Food,AMER,2,46.8,93.6
2025-02-13,Sports,AMER,16,41.08,657.28
2025-02-13,Food,AMER,16,27.66,442.56
2025-02-13,Apparel,APAC,10,19.67,196.7
2025-02-14,Gadgets,AMER,2,31.14,62.28
2025-02-14,Food,APAC,7,15.22,106.54
2025-02-14,Apparel,APAC,5,30.29,151.45
2025-02-14,Apparel,APAC,14,36.05,504.7
2025-02-14,Gadgets,APAC,13,29.28,380.64
2025-02-14,Sports,EMEA,2,40.87,81.74
2025-02-14,Apparel,APAC,8,30.52,244.16
2025-02-14,Apparel,EMEA,2,30.89,61.78
2025-02-14,Home,AMER,8,27.91,223.28
2025-02-14,Apparel,AMER,2,49.91,99.82
2025-02-14,Sports,EMEA,14,36.59,512.26
2025-02-14,Apparel,APAC,9,23.99,215.91
2025-02-14,Apparel,APAC,14,27.93,391.02
2025-02-14,Gadgets,APAC,11,36.79,404.69
2025-02-14,Food,EMEA,4,43.05,172.2
2025-02-14,Home,EMEA,9,32.79,295.11
2025-02-14,Food,EMEA,8,29.1,232.8
2025-02-14,Home,EMEA,1,17.13,17.13
2025-02-14,Gadgets,EMEA,2,42.5,85.0
2025-02-14,Apparel,EMEA,6,30.13,180.78
2025-02-14,Apparel,APAC,1,29.27,29.27
2025-02-14,Food,EMEA,3,25.27,75.81
2025-02-14,Gadgets,APAC,1,47.26,47.26
2025-02-14,Apparel,EMEA,4,18.51,74.04
2025-02-15,Food,EMEA,4,31.64,126.56
2025-02-15,Home,EMEA,29,27.29,791.41
2025-02-15,Sports,APAC,8,21.39,171.12
2025-02-15,Home,EMEA,5,37.86,189.3
2025-02-15,Home,EMEA,12,22.19,266.28
2025-02-15,Apparel,APAC,1,20.66,20.66
2025-02-15,Apparel,APAC,7,21.39,149.73
2025-02-15,Home,EMEA,6,24.34,146.04
2025-02-15,Sports,EMEA,1,29.07,29.07
2025-02-15,Sports,EMEA,1,33.05,33.05
2025-02-15,Apparel,EMEA,7,31.67,221.69
2025-02-15,Sports,APAC,5,21.82,109.1
2025-02-15,Food,APAC,9,31.9,287.1
2025-02-15,Food,EMEA,3,36.37,109.11
2025-02-15,Apparel,AMER,9,17.0,153.0
2025-02-15,Sports,APAC,4,23.67,94.68
2025-02-15,Sports,AMER,10,16.93,169.3
2025-02-15,Gadgets,AMER,16,27.29,436.64
2025-02-15,Food,AMER,25,33.09,827.25
2025-02-15,Apparel,APAC,1,33.4,33.4
2025-02-15,Apparel,APAC,3,29.95,89.85
2025-02-15,Food,EMEA,9,25.44,228.96
2025-02-15,Sports,AMER,2,31.24,62.48
2025-02-15,Home,EMEA,5,33.24,166.2
2025-02-15,Food,APAC,2,35.26,70.52
2025-02-15,Home,EMEA,1,31.51,31.51
2025-02-15,Food,APAC,4,22.06,88.24
2025-02-16,Apparel,APAC,5,21.19,105.95
2025-02-16,Apparel,APAC,5,28.3,141.5
2025-02-16,Home,EMEA,2,31.75,63.5
2025-02-16,Apparel,APAC,8,21.0,168.0
2025-02-16,Apparel,AMER,3,29.64,88.92
2025-02-16,Sports,APAC,3,41.57,124.71
2025-02-16,Gadgets,AMER,1,20.59,20.59
2025-02-16,Home,EMEA,18,32.36,582.48
2025-02-16,Sports,APAC,3,21.14,63.42
2025-02-16,Sports,AMER,3,30.21,90.63
2025-02-16,Home,AMER,6,41.42,248.52
2025-02-16,Gadgets,EMEA,7,32.95,230.65
2025-02-16,Sports,EMEA,4,32.39,129.56
2025-02-16,Sports,AMER,10,23.77,237.7
2025-02-16,Food,AMER,17,29.62,503.54
2025-02-16,Apparel,AMER,2,23.06,46.12
2025-02-16,Gadgets,EMEA,15,16.78,251.7
2025-02-16,Home,EMEA,8,30.33,242.64
2025-02-16,Sports,AMER,6,19.39,116.34
2025-02-16,Gadgets,APAC,4,28.5,114.0
2025-02-16,Apparel,EMEA,4,33.83,135.32
2025-02-16,Food,EMEA,5,22.12,110.6
2025-02-16,Food,EMEA,1,37.76,37.76
2025-02-17,Gadgets,APAC,1,27.09,27.09
2025-02-17,Home,AMER,3,19.69,59.07
2025-02-17,Apparel,APAC,1,39.77,39.77
2025-02-17,Home,APAC,35,45.69,1599.15
2025-02-17,Sports,EMEA,6,30.4,182.4
2025-02-17,Home,APAC,24,30.62,734.88
2025-02-17,Sports,EMEA,3,16.73,50.19
2025-02-17,Food,AMER,5,34.74,173.7
2025-02-17,Gadgets,APAC,1,23.55,23.55
2025-02-17,Home,APAC,5,31.09,155.45
2025-02-17,Food,AMER,1,44.49,44.49
2025-02-17,Home,APAC,7,28.0,196.0
2025-02-17,Gadgets,APAC,8,31.33,250.64
2025-02-17,Apparel,EMEA,23,33.38,767.74
2025-02-17,Gadgets,APAC,1,45.33,45.33
2025-02-17,Home,APAC,2,32.7,65.4
2025-02-17,Apparel,APAC,25,33.48,837.0
2025-02-17,Food,EMEA,2,27.44,54.88
2025-02-17,Sports,APAC,3,44.85,134.55
2025-02-17,Apparel,EMEA,38,33.26,1263.88
2025-02-17,Sports,EMEA,4,25.01,100.04
2025-02-17,Gadgets,APAC,4,33.94,135.76
2025-02-17,Sports,APAC,13,41.53,539.89
2025-02-17,Home,AMER,4,29.27,117.08
2025-02-17,Sports,APAC,2,23.36,46.72
2025-02-17,Home,AMER,2,36.11,72.22
2025-02-17,Sports,EMEA,5,30.48,152.4
2025-02-17,Apparel,AMER,2,33.67,67.34
2025-02-18,Sports,EMEA,21,21.03,441.63
2025-02-18,Sports,EMEA,3,42.65,127.95
2025-02-18,Gadgets,AMER,11,31.96,351.56
2025-02-18,Apparel,APAC,6,22.13,132.78
2025-02-18,Sports,AMER,28,14.8,414.4
2025-02-18,Home,EMEA,10,25.13,251.3
2025-02-18,Sports,APAC,1,28.84,28.84
2025-02-18,Gadgets,AMER,4,25.71,102.84
2025-02-18,Sports,EMEA,4,25.11,100.44
2025-02-18,Sports,AMER,5,22.17,110.85
2025-02-18,Apparel,AMER,7,39.18,274.26
2025-02-18,Sports,AMER,1,37.68,37.68
2025-02-18,Apparel,EMEA,6,42.75,256.5
2025-02-18,Apparel,APAC,5,22.72,113.6
2025-02-18,Home,AMER,2,25.37,50.74
2025-02-18,Food,EMEA,2,20.94,41.88
2025-02-18,Gadgets,EMEA,12,20.76,249.12
2025-02-18,Sports,AMER,5,30.13,150.65
2025-02-18,Sports,APAC,3,22.8,68.4
2025-02-18,Sports,APAC,13,40.78,530.14
2025-02-18,Sports,EMEA,15,41.06,615.9
2025-02-18,Gadgets,AMER,9,21.54,193.86
2025-02-18,Apparel,APAC,13,24.96,324.48
2025-02-18,Home,EMEA,5,25.72,128.6
2025-02-18,Home,AMER,16,39.02,624.32
2025-02-18,Apparel,APAC,5,49.89,249.45
2025-02-18,Food,AMER,6,36.79,220.74
2025-02-18,Food,EMEA,8,15.47,123.76
2025-02-18,Apparel,AMER,1,29.52,29.52
2025-02-18,Apparel,EMEA,2,17.24,34.48
2025-02-18,Sports,APAC,1,45.44,45.44
2025-02-18,Gadgets,APAC,17,14.41,244.97
2025-02-18,Food,AMER,1,35.1,35.1
2025-02-18,Sports,APAC,5,34.55,172.75
2025-02-18,Gadgets,APAC,6,23.66,141.96
2025-02-18,Apparel,AMER,3,36.95,110.85
2025-02-18,Apparel,EMEA,1,29.88,29.88
2025-02-19,Apparel,AMER,10,38.83,388.3
2025-02-19,Apparel,AMER,2,30.53,61.06
2025-02-19,Gadgets,AMER,20,38.33,766.6
2025-02-19,Sports,APAC,2,36.07,72.14
2025-02-19,Apparel,APAC,1,40.35,40.35
2025-02-19,Apparel,AMER,3,34.51,103.53
2025-02-19,Apparel,APAC,15,28.7,430.5
2025-02-19,Apparel,AMER,7,27.99,195.93
2025-02-19,Home,APAC,22,19.97,439.34
2025-02-19,Gadgets,EMEA,10,36.01,360.1
2025-02-19,Apparel,AMER,1,33.99,33.99
2025-02-19,Apparel,AMER,9,32.72,294.48
2025-02-19,Gadgets,APAC,12,22.93,275.16
2025-02-19,Sports,AMER,2,39.53,79.06
2025-02-19,Gadgets,EMEA,5,32.65,163.25
2025-02-19,Food,AMER,9,32.0,288.0
2025-02-19,Gadgets,AMER,29,14.3,414.7
2025-02-19,Gadgets,AMER,6,40.86,245.16
2025-02-19,Food,EMEA,11,21.21,233.31
2025-02-19,Sports,EMEA,4,32.7,130.8
2025-02-19,Gadgets,APAC,2,23.15,46.3
2025-02-19,Food,AMER,6,33.02,198.12
2025-02-19,Apparel,EMEA,7,34.77,243.39
2025-02-19,Gadgets,AMER,4,45.33,181.32
2025-02-19,Food,AMER,8,25.06,200.48
2025-02-19,Food,EMEA,8,33.58,268.64
2025-02-19,Gadgets,AMER,10,47.85,478.5
2025-02-19,Apparel,APAC,11,27.97,307.67
2025-02-19,Food,EMEA,24,32.19,772.56
2025-02-20,Food,EMEA,1,40.04,40.04
2025-02-20,Gadgets,APAC,4,32.21,128.84
2025-02-20,Home,APAC,1,35.88,35.88
2025-02-20,Sports,AMER,10,41.09,410.9
2025-02-20,Apparel,AMER,10,37.77,377.7
2025-02-20,Apparel,APAC,12,21.12,253.44
2025-02-20,Home,APAC,1,12.75,12.75
2025-02-20,Food,AMER,8,31.3,250.4
2025-02-20,Apparel,EMEA,13,31.55,410.15
2025-02-20,Apparel,EMEA,12,25.47,305.64
2025-02-20,Sports,APAC,1,26.09,26.09
2025-02-20,Food,EMEA,2,29.35,58.7
2025-02-20,Home,EMEA,12,34.31,411.72
2025-02-20,Food,EMEA,6,19.64,117.84
2025-02-20,Apparel,AMER,30,24.51,735.3
2025-02-20,Home,APAC,3,24.78,74.34
2025-02-20,Gadgets,EMEA,8,23.46,187.68
2025-02-20,Home,APAC,5,38.51,192.55
2025-02-20,Apparel,AMER,3,22.23,66.69
2025-02-20,Home,AMER,20,19.08,381.6
2025-02-20,Gadgets,EMEA,2,19.3,38.6
2025-02-20,Sports,EMEA,10,34.25,342.5
2025-02-20,Sports,APAC,3,25.19,75.57
2025-02-20,Sports,APAC,7,22.42,156.94
2025-02-20,Apparel,AMER,13,20.75,269.75
2025-02-20,Food,APAC,2,34.23,68.46
2025-02-20,Gadgets,EMEA,7,39.34,275.38
2025-02-20,Food,EMEA,2,39.05,78.1
2025-02-21,Sports,AMER,2,15.1,30.2
2025-02-21,Apparel,EMEA,6,22.87,137.22
2025-02-21,Gadgets,AMER,3,22.68,68.04
2025-02-21,Home,APAC,14,24.02,336.28
2025-02-21,Sports,APAC,5,15.33,76.65
2025-02-21,Gadgets,EMEA,23,25.12,577.76
2025-02-21,Apparel,AMER,2,32.86,65.72
2025-02-21,Gadgets,EMEA,3,34.57,103.71
2025-02-21,Gadgets,APAC,9,22.23,200.07
2025-02-21,Apparel,APAC,10,36.88,368.8
2025-02-21,Sports,EMEA,5,28.56,142.8
2025-02-21,Food,EMEA,20,31.42,628.4
2025-02-21,Sports,EMEA,1,43.75,43.75
2025-02-21,Sports,APAC,1,23.22,23.22
2025-02-21,Apparel,APAC,2,25.85,51.7
2025-02-21,Apparel,APAC,14,23.11,323.54
2025-02-21,Gadgets,APAC,1,20.48,20.48
2025-02-21,Food,AMER,35,44.46,1556.1
2025-02-21,Gadgets,EMEA,1,35.7,35.7
2025-02-21,Apparel,APAC,15,30.99,464.85
2025-02-21,Apparel,EMEA,10,23.74,237.4
2025-02-21,Gadgets,EMEA,9,34.28,308.52
2025-02-21,Home,APAC,1,37.62,37.62
2025-02-21,Home,EMEA,18,32.8,590.4
2025-02-21,Sports,APAC,11,32.58,358.38
2025-02-21,Apparel,APAC,8,28.26,226.08
2025-02-21,Sports,EMEA,9,26.78,241.02
2025-02-21,Home,AMER,2,16.09,32.18
2025-02-21,Apparel,APAC,26,34.81,905.06
2025-02-21,Home,APAC,4,22.95,91.8
2025-02-21,Home,AMER,24,22.12,530.88
2025-02-21,Home,EMEA,1,45.79,45.79
2025-02-21,Sports,APAC,2,27.0,54.0
2025-02-21,Apparel,APAC,5,34.66,173.3
2025-02-21,Food,APAC,7,41.94,293.58
2025-02-21,Sports,APAC,7,34.82,243.74
2025-02-22,Home,EMEA,2,18.18,36.36
2025-02-22,Gadgets,EMEA,5,40.42,202.1
2025-02-22,Gadgets,EMEA,3,36.25,108.75
2025-02-22,Gadgets,AMER,2,41.63,83.26
2025-02-22,Apparel,EMEA,15,21.29,319.35
2025-02-22,Sports,AMER,9,5.85,52.65
2025-02-22,Home,AMER,5,19.34,96.7
2025-02-22,Home,APAC,2,28.53,57.06
2025-02-22,Apparel,APAC,21,24.77,520.17
2025-02-22,Home,AMER,1,43.22,43.22
2025-02-22,Home,EMEA,4,41.21,164.84
2025-02-22,Apparel,AMER,3,36.8,110.4
2025-02-22,Sports,APAC,27,28.47,768.69
2025-02-22,Gadgets,AMER,1,15.13,15.13
2025-02-22,Food,EMEA,1,26.31,26.31
2025-02-22,Home,EMEA,11,29.97,329.67
2025-02-22,Apparel,EMEA,15,26.64,399.6
2025-02-22,Apparel,APAC,1,30.86,30.86
2025-02-22,Apparel,APAC,27,19.73,532.71
2025-02-22,Apparel,EMEA,16,19.92,318.72
2025-02-23,Apparel,APAC,2,33.98,67.96
2025-02-23,Gadgets,APAC,8,40.08,320.64
2025-02-23,Apparel,EMEA,4,35.23,140.92
2025-02-23,Food,AMER,24,34.52,828.48
2025-02-23,Sports,APAC,9,21.27,191.43
2025-02-23,Home,AMER,13,40.2,522.6
2025-02-23,Food,APAC,23,32.09,738.07
2025-02-23,Apparel,AMER,7,19.6,137.2
2025-02-23,Food,AMER,26,30.2,785.2
2025-02-23,Home,EMEA,9,27.71,249.39
2025-02-23,Food,EMEA,1,13.64,13.64
2025-02-23,Food,EMEA,9,46.8,421.2
2025-02-23,Gadgets,EMEA,12,24.72,296.64
2025-02-23,Home,APAC,7,21.39,149.73
2025-02-23,Food,APAC,2,23.88,47.76
2025-02-23,Home,EMEA,1,31.46,31.46
2025-02-23,Food,APAC,14,5.1,71.4
2025-02-23,Gadgets,EMEA,9,30.93,278.37
2025-02-23,Apparel,APAC,16,28.01,448.16
2025-02-23,Sports,APAC,1,26.64,26.64
2025-02-23,Apparel,APAC,26,32.22,837.72
2025-02-23,Gadgets,AMER,3,34.65,103.95
2025-02-23,Gadgets,EMEA,17,21.94,372.98
2025-02-23,Home,EMEA,10,31.9,319.0
2025-02-23,Food,EMEA,7,12.19,85.33
2025-02-23,Apparel,EMEA,7,26.64,186.48
2025-02-23,Home,APAC,6,21.14,126.84
2025-02-24,Gadgets,AMER,7,4.49,31.43
2025-02-24,Gadgets,APAC,22,33.09,727.98
2025-02-24,Home,APAC,7,31.62,221.34
2025-02-24,Gadgets,EMEA,3,28.98,86.94
2025-02-24,Apparel,APAC,5,32.01,160.05
2025-02-24,Gadgets,AMER,4,47.1,188.4
2025-02-24,Sports,AMER,5,44.57,222.85
2025-02-24,Apparel,AMER,4,23.02,92.08
2025-02-24,Home,APAC,2,23.41,46.82
2025-02-24,Sports,APAC,1,41.32,41.32
2025-02-24,Gadgets,AMER,7,26.54,185.78
2025-02-24,Food,EMEA,8,40.5,324.0
2025-02-24,Apparel,EMEA,2,28.66,57.32
2025-02-24,Apparel,AMER,4,29.67,118.68
2025-02-24,Apparel,APAC,8,19.27,154.16
2025-02-24,Home,APAC,4,29.79,119.16
2025-02-24,Home,EMEA,9,36.82,331.38
2025-02-24,Home,EMEA,1,34.6,34.6
2025-02-24,Sports,EMEA,3,34.86,104.58
2025-02-24,Sports,AMER,3,40.71,122.13
2025-02-24,Apparel,AMER,1,24.67,24.67
2025-02-24,Apparel,AMER,9,24.64,221.76
2025-02-24,Home,EMEA,7,32.6,228.2
2025-02-24,Sports,EMEA,1,32.27,32.27
2025-02-24,Apparel,EMEA,6,33.04,198.24
2025-02-24,Home,APAC,24,39.35,944.4
2025-02-24,Food,AMER,1,48.65,48.65
2025-02-24,Sports,AMER,1,36.87,36.87
2025-02-24,Home,EMEA,6,37.49,224.94
2025-02-24,Sports,EMEA,11,18.61,204.71
2025-02-24,Home,APAC,9,27.99,251.91
2025-02-24,Apparel,APAC,5,23.24,116.2
2025-02-24,Apparel,EMEA,6,18.65,111.9
2025-02-25,Sports,APAC,4,30.4,121.6
2025-02-25,Sports,EMEA,1,44.26,44.26
2025-02-25,Gadgets,EMEA,4,28.12,112.48
2025-02-25,Food,EMEA,13,26.9,349.7
2025-02-25,Home,EMEA,2,34.96,69.92
2025-02-25,Gadgets,AMER,1,26.11,26.11
2025-02-25,Sports,AMER,5,31.72,158.6
2025-02-25,Home,APAC,21,34.99,734.79
2025-02-25,Home,EMEA,4,35.16,140.64
2025-02-25,Food,APAC,5,38.27,191.35
2025-02-25,Home,APAC,1,31.11,31.11
2025-02-25,Apparel,APAC,13,15.97,207.61
2025-02-25,Sports,AMER,4,32.04,128.16
2025-02-25,Apparel,EMEA,35,23.31,815.85
2025-02-25,Apparel,APAC,7,30.8,215.6
2025-02-25,Apparel,EMEA,15,36.75,551.25
2025-02-25,Sports,AMER,5,42.74,213.7
2025-02-25,Apparel,EMEA,11,21.44,235.84
2025-02-25,Gadgets,AMER,8,33.48,267.84
2025-02-25,Sports,EMEA,1,25.89,25.89
2025-02-25,Home,AMER,2,38.67,77.34
2025-02-25,Sports,APAC,9,12.37,111.33
2025-02-26,Gadgets,EMEA,6,18.86,113.16
2025-02-26,Apparel,AMER,19,30.6,581.4
2025-02-26,Sports,EMEA,16,35.67,570.72
2025-02-26,Home,EMEA,9,27.6,248.4
2025-02-26,Apparel,APAC,7,43.89,307.23
2025-02-26,Food,EMEA,4,38.22,152.88
2025-02-26,Sports,AMER,15,42.13,631.95
2025-02-26,Home,APAC,5,32.82,164.1
2025-02-26,Food,APAC,5,29.49,147.45
2025-02-26,Home,EMEA,25,33.92,848.0
2025-02-26,Food,EMEA,17,27.29,463.93
2025-02-26,Apparel,EMEA,1,36.55,36.55
2025-02-26,Home,AMER,13,21.83,283.79
2025-02-26,Home,EMEA,6,13.21,79.26
2025-02-26,Sports,AMER,4,46.24,184.96
2025-02-26,Food,APAC,4,32.22,128.88
2025-02-26,Gadgets,APAC,7,25.42,177.94
2025-02-26,Home,APAC,4,27.9,111.6
2025-02-26,Sports,APAC,5,45.28,226.4
2025-02-26,Gadgets,AMER,10,24.64,246.4
2025-02-26,Apparel,APAC,3,29.44,88.32
2025-02-26,Sports,AMER,5,31.85,159.25
2025-02-26,Gadgets,EMEA,5,22.05,110.25
2025-02-26,Food,AMER,9,23.26,209.34
2025-02-26,Sports,AMER,3,30.36,91.08
2025-02-26,Food,AMER,2,32.18,64.36
2025-02-26,Home,AMER,12,14.41,172.92
2025-02-26,Gadgets,APAC,21,14.2,298.2
2025-02-26,Food,AMER,2,47.28,94.56
2025-02-26,Apparel,AMER,9,35.49,319.41
2025-02-26,Gadgets,EMEA,9,33.97,305.73
2025-02-26,Home,APAC,1,28.39,28.39
2025-02-26,Food,APAC,15,35.63,534.45
2025-02-27,Home,AMER,5,49.05,245.25
2025-02-27,Home,EMEA,11,33.89,372.79
2025-02-27,Gadgets,AMER,9,16.36,147.24
2025-02-27,Gadgets,EMEA,5,39.14,195.7
2025-02-27,Sports,EMEA,5,31.53,157.65
2025-02-27,Home,EMEA,2,27.29,54.58
2025-02-27,Food,APAC,23,35.82,823.86
2025-02-27,Apparel,AMER,4,27.46,109.84
2025-02-27,Gadgets,AMER,5,38.28,191.4
2025-02-27,Sports,APAC,11,24.67,271.37
2025-02-27,Sports,AMER,2,36.64,73.28
2025-02-27,Apparel,EMEA,8,32.25,258.0
2025-02-27,Gadgets,EMEA,8,25.85,206.8
2025-02-27,Home,EMEA,18,42.25,760.5
2025-02-27,Home,APAC,4,30.58,122.32
2025-02-27,Apparel,AMER,17,38.14,648.38
2025-02-27,Home,AMER,2,37.92,75.84
2025-02-27,Food,EMEA,61,21.04,1283.44
2025-02-27,Home,EMEA,8,45.6,364.8
2025-02-27,Apparel,AMER,1,29.89,29.89
2025-02-27,Gadgets,APAC,5,25.73,128.65
2025-02-27,Sports,EMEA,33,35.54,1172.82
2025-02-27,Home,EMEA,6,32.71,196.26
2025-02-27,Apparel,APAC,7,35.55,248.85
2025-02-27,Apparel,AMER,9,39.43,354.87
2025-02-27,Home,APAC,11,30.16,331.76
2025-02-27,Sports,APAC,11,36.34,399.74
2025-02-27,Home,EMEA,4,33.09,132.36
2025-02-27,Apparel,AMER,5,29.26,146.3
2025-02-27,Gadgets,APAC,8,24.02,192.16
2025-02-27,Gadgets,APAC,28,16.65,466.2
2025-02-27,Food,AMER,1,35.41,35.41
2025-02-27,Gadgets,AMER,6,24.43,146.58
2025-02-27,Home,APAC,1,34.61,34.61
2025-02-27,Gadgets,APAC,16,35.23,563.68
2025-02-27,Apparel,APAC,1,34.06,34.06
2025-02-27,Home,AMER,16,33.31,532.96
2025-02-27,Food,AMER,11,24.36,267.96
2025-02-28,Food,AMER,1,24.63,24.63
2025-02-28,Gadgets,APAC,1,26.5,26.5
2025-02-28,Food,APAC,7,38.36,268.52
2025-02-28,Home,EMEA,1,28.91,28.91
2025-02-28,Home,APAC,1,28.21,28.21
2025-02-28,Apparel,AMER,8,30.36,242.88
2025-02-28,Food,EMEA,6,33.55,201.3
2025-02-28,Gadgets,APAC,7,20.56,143.92
2025-02-28,Sports,AMER,4,29.97,119.88
2025-02-28,Food,APAC,8,22.85,182.8
2025-02-28,Food,APAC,18,41.13,740.34
2025-02-28,Gadgets,EMEA,8,43.29,346.32
2025-02-28,Sports,EMEA,10,22.57,225.7
2025-02-28,Food,EMEA,4,42.33,169.32
2025-02-28,Sports,APAC,1,13.94,13.94
2025-02-28,Sports,APAC,1,33.58,33.58
2025-02-28,Sports,APAC,4,31.71,126.84
2025-02-28,Home,APAC,9,6.83,61.47
2025-02-28,Gadgets,AMER,11,30.57,336.27
2025-02-28,Food,EMEA,3,21.29,63.87
2025-02-28,Home,AMER,8,26.06,208.48
2025-03-01,Home,AMER,1,32.01,32.01
2025-03-01,Gadgets,APAC,7,28.66,200.62
2025-03-01,Sports,AMER,6,16.38,98.28
2025-03-01,Sports,EMEA,19,28.49,541.31
2025-03-01,Sports,AMER,2,31.48,62.96
2025-03-01,Food,EMEA,9,23.72,213.48
2025-03-01,Apparel,EMEA,9,17.42,156.78
2025-03-01,Home,EMEA,5,44.46,222.3
2025-03-01,Home,EMEA,12,28.25,339.0
2025-03-01,Apparel,AMER,5,25.32,126.6
2025-03-01,Sports,AMER,9,47.6,428.4
2025-03-01,Gadgets,AMER,8,33.03,264.24
2025-03-01,Gadgets,EMEA,5,35.91,179.55
2025-03-01,Home,AMER,6,35.14,210.84
2025-03-01,Food,EMEA,2,28.58,57.16
2025-03-01,Apparel,EMEA,4,37.42,149.68
2025-03-01,Apparel,EMEA,6,33.38,200.28
2025-03-01,Gadgets,AMER,4,43.28,173.12
2025-03-01,Sports,APAC,18,23.78,428.04
2025-03-01,Sports,EMEA,13,39.26,510.38
2025-03-01,Gadgets,EMEA,17,45.42,772.14
2025-03-01,Food,EMEA,7,40.2,281.4
2025-03-01,Gadgets,APAC,12,30.01,360.12
2025-03-01,Gadgets,EMEA,5,26.9,134.5
2025-03-01,Apparel,APAC,7,35.32,247.24
2025-03-01,Apparel,EMEA,9,21.26,191.34
2025-03-01,Food,EMEA,4,38.63,154.52
2025-03-01,Gadgets,APAC,3,27.57,82.71
2025-03-01,Home,APAC,1,36.02,36.02
2025-03-01,Sports,EMEA,16,22.06,352.96
2025-03-01,Gadgets,EMEA,1,17.9,17.9
2025-03-01,Food,APAC,18,27.13,488.34
2025-03-01,Home,EMEA,5,23.46,117.3
2025-03-01,Food,APAC,27,31.41,848.07
2025-03-01,Sports,EMEA,1,20.8,20.8
2025-03-01,Food,APAC,24,27.7,664.8
2025-03-02,Food,AMER,5,33.17,165.85
2025-03-02,Gadgets,AMER,16,25.48,407.68
2025-03-02,Food,EMEA,42,25.76,1081.92
2025-03-02,Home,APAC,11,31.64,348.04
2025-03-02,Apparel,EMEA,6,20.2,121.2
2025-03-02,Sports,APAC,2,32.5,65.0
2025-03-02,Apparel,AMER,6,31.07,186.42
2025-03-02,Sports,EMEA,1,24.71,24.71
2025-03-02,Apparel,APAC,7,37.24,260.68
2025-03-02,Food,AMER,3,51.72,155.16
2025-03-02,Sports,APAC,17,21.47,364.99
2025-03-02,Home,EMEA,11,33.32,366.52
2025-03-02,Food,AMER,37,28.63,1059.31
2025-03-02,Food,APAC,8,26.0,208.0
2025-03-02,Sports,APAC,5,31.45,157.25
2025-03-02,Food,EMEA,3,38.64,115.92
2025-03-02,Gadgets,APAC,4,15.44,61.76
2025-03-02,Food,AMER,2,27.7,55.4
2025-03-02,Apparel,APAC,7,18.35,128.45
2025-03-02,Food,AMER,13,40.86,531.18
2025-03-02,Gadgets,AMER,26,31.92,829.92
2025-03-02,Apparel,APAC,1,39.99,39.99
2025-03-02,Gadgets,AMER,13,21.13,274.69
2025-03-02,Sports,EMEA,22,29.36,645.92
2025-03-02,Home,APAC,14,35.92,502.88
2025-03-02,Apparel,EMEA,1,36.47,36.47
2025-03-02,Apparel,APAC,5,36.64,183.2
2025-03-02,Food,EMEA,4,30.09,120.36
2025-03-02,Home,AMER,2,27.06,54.12
2025-03-02,Sports,APAC,8,19.5,156.0
2025-03-02,Sports,EMEA,5,42.28,211.4
2025-03-02,Home,APAC,1,22.47,22.47
2025-03-02,Food,AMER,11,19.67,216.37
2025-03-02,Gadgets,AMER,14,25.05,350.7
2025-03-02,Apparel,APAC,2,22.05,44.1
2025-03-02,Apparel,APAC,26,39.03,1014.78
2025-03-02,Home,APAC,1,17.65,17.65
2025-03-03,Home,APAC,6,39.1,234.6
2025-03-03,Apparel,APAC,12,24.83,297.96
2025-03-03,Home,EMEA,23,21.53,495.19
2025-03-03,Home,EMEA,2,22.06,44.12
